date	Joy	Sadness	Disgust	 Contempt	 Anger	 Fear	 Surprise
0:0:18.262	0.001	0.001	0.001	0.001	0.001	0.001	0.001	
0:0:18.302	0.001	0.001	0.001	0.001	0.001	0.001	0.001	
0:0:18.342	0.001	0.001	0.001	0.001	0.001	0.001	0.001	
0:0:18.415	0.003	0.142	0.364	0.241	0.077	0.002	0.206	
0:0:18.528	0.001	0.001	0.001	0.001	0.001	0.001	0.001	
0:0:18.581	0.003	0.156	0.443	0.257	0.045	0.002	0.213	
0:0:18.631	0.003	0.132	0.428	0.255	0.031	0.002	0.225	
0:0:18.673	0.003	0.099	0.424	0.233	0.016	0.002	0.230	
0:0:18.714	0.003	0.077	0.423	0.218	0.007	0.003	0.234	
0:0:18.756	0.003	0.058	0.426	0.204	0.004	0.003	0.227	
0:0:18.919	0.003	0.036	0.425	0.202	0.003	0.004	0.221	
0:0:19.448	0.001	0.001	0.001	0.001	0.001	0.001	0.001	
0:0:19.548	0.003	0.002	0.004	0.193	6.936	0.005	0.210	
0:0:19.977	0.003	0.002	0.004	0.352	7.111	0.046	0.198	
0:0:20.073	0.003	0.002	0.004	0.254	1.922	0.037	0.199	
0:0:20.116	0.003	0.002	0.004	0.216	0.806	0.031	0.197	
0:0:20.159	0.003	0.003	0.006	0.202	0.368	0.020	0.197	
0:0:20.202	0.003	0.007	0.010	0.198	0.145	0.013	0.197	
0:0:20.247	0.003	0.011	0.032	0.197	0.037	0.009	0.198	
0:0:20.296	0.003	0.014	0.067	0.196	0.017	0.007	0.198	
0:0:20.336	0.003	0.016	0.100	0.195	0.011	0.006	0.198	
0:0:20.376	0.003	0.017	0.135	0.195	0.008	0.006	0.199	
0:0:20.419	0.003	0.019	0.183	0.195	0.006	0.006	0.199	
0:0:20.462	0.003	0.020	0.242	0.194	0.005	0.006	0.205	
0:0:20.504	0.003	0.022	0.396	0.194	0.003	0.006	0.212	
0:0:20.551	0.003	0.016	0.476	0.194	0.004	0.005	0.266	
0:0:20.593	0.004	0.012	0.581	0.191	0.005	0.005	0.333	
0:0:20.636	0.005	0.008	0.688	0.180	0.006	0.005	0.445	
0:0:20.682	0.009	0.005	0.746	0.146	0.008	0.004	0.618	
0:0:20.725	0.032	0.003	0.621	0.087	0.007	0.003	0.830	
0:0:20.770	0.363	0.001	0.303	0.031	0.004	0.002	1.037	
0:0:20.812	20.730	0.001	0.067	0.006	0.002	0.001	1.306	
0:0:20.863	89.887	0.001	0.020	0.002	0.001	0.001	1.527	
0:0:20.910	99.214	0.001	0.008	0.001	0.001	0.001	1.692	
0:0:20.984	99.888	0.001	0.005	0.001	0.001	0.001	2.197	
0:0:21.029	99.914	0.001	0.004	0.001	0.001	0.001	2.246	
0:0:21.075	99.924	0.001	0.004	0.001	0.001	0.001	2.394	
0:0:21.118	99.927	0.001	0.004	0.001	0.001	0.001	2.493	
0:0:21.171	99.928	0.001	0.005	0.001	0.001	0.001	2.543	
0:0:21.231	99.929	0.001	0.005	0.001	0.001	0.001	2.580	
0:0:21.274	99.930	0.001	0.006	0.001	0.001	0.001	2.591	
0:0:21.316	99.930	0.001	0.006	0.001	0.001	0.001	2.575	
0:0:21.359	99.930	0.001	0.006	0.001	0.001	0.001	2.580	
0:0:21.401	99.930	0.001	0.006	0.001	0.001	0.001	2.562	
0:0:22.659	95.829	0.001	0.019	0.002	0.001	0.001	12.709	
0:0:22.763	99.267	0.001	0.003	0.001	0.001	0.001	7.666	
0:0:22.804	95.984	0.001	0.006	0.002	0.001	0.001	5.492	
0:0:22.846	98.066	0.001	0.005	0.002	0.001	0.001	5.216	
0:0:22.889	97.874	0.001	0.015	0.002	0.002	0.001	4.987	
0:0:22.930	98.762	0.001	0.011	0.001	0.001	0.001	5.314	
0:0:22.972	98.861	0.001	0.011	0.001	0.001	0.001	5.972	
0:0:23.029	99.259	0.001	0.010	0.001	0.001	0.001	6.439	
0:0:23.121	99.442	0.001	0.008	0.001	0.001	0.001	7.004	
0:0:23.163	99.664	0.001	0.006	0.001	0.001	0.001	7.068	
0:0:23.204	99.763	0.001	0.005	0.001	0.001	0.001	6.956	
0:0:23.245	99.818	0.001	0.005	0.001	0.001	0.001	6.698	
0:0:23.288	99.855	0.001	0.005	0.001	0.001	0.001	6.935	
0:0:23.335	99.879	0.001	0.005	0.001	0.001	0.001	6.733	
0:0:23.394	99.897	0.001	0.005	0.001	0.001	0.001	6.774	
0:0:23.445	99.904	0.001	0.005	0.001	0.001	0.001	6.303	
0:0:23.487	99.908	0.001	0.005	0.001	0.001	0.001	6.067	
0:0:23.547	99.901	0.001	0.006	0.001	0.001	0.001	5.763	
0:0:23.590	99.888	0.001	0.008	0.001	0.001	0.001	5.674	
0:0:23.635	99.890	0.001	0.013	0.001	0.001	0.001	5.540	
0:0:23.685	99.884	0.001	0.019	0.001	0.001	0.001	5.080	
0:0:23.727	99.867	0.001	0.013	0.001	0.001	0.001	5.063	
0:0:23.769	99.862	0.001	0.007	0.001	0.001	0.001	4.991	
0:0:23.811	99.841	0.001	0.004	0.001	0.001	0.001	4.891	
0:0:23.853	99.839	0.001	0.004	0.001	0.001	0.001	4.701	
0:0:23.898	99.841	0.001	0.003	0.001	0.001	0.001	4.536	
0:0:23.942	99.845	0.001	0.003	0.001	0.001	0.001	4.278	
0:0:23.983	99.820	0.001	0.002	0.001	0.001	0.001	4.016	
0:0:24.027	99.820	0.001	0.002	0.001	0.001	0.001	3.830	
0:0:24.069	99.856	0.001	0.002	0.001	0.002	0.001	3.507	
0:0:24.112	99.885	0.001	0.001	0.001	0.002	0.001	3.336	
0:0:24.158	99.880	0.001	0.001	0.001	0.002	0.001	3.168	
0:0:24.203	99.878	0.001	0.001	0.001	0.003	0.001	2.988	
0:0:24.245	99.876	0.001	0.001	0.001	0.004	0.001	2.836	
0:0:24.293	99.845	0.001	0.001	0.001	0.004	0.001	2.717	
0:0:24.338	99.729	0.001	0.001	0.001	0.002	0.001	2.768	
0:0:24.381	99.136	0.001	0.001	0.001	0.002	0.001	2.866	
0:0:24.423	87.053	0.001	0.003	0.002	0.002	0.001	2.941	
0:0:24.467	6.212	0.001	0.045	0.011	0.005	0.001	3.120	
0:0:24.511	0.207	0.001	0.390	0.051	0.017	0.002	3.390	
0:0:24.557	0.028	0.002	1.451	0.127	0.037	0.003	3.812	
0:0:24.604	0.016	0.002	2.250	0.170	0.048	0.003	4.207	
0:0:24.647	0.013	0.002	2.548	0.187	0.052	0.003	4.558	
0:0:24.690	0.012	0.002	2.612	0.192	0.053	0.003	4.568	
0:0:24.740	0.012	0.002	2.602	0.193	0.053	0.003	4.620	
0:0:24.785	0.012	0.002	2.585	0.193	0.053	0.003	4.579	
0:0:24.830	0.012	0.002	2.573	0.194	0.053	0.003	4.519	
0:0:24.876	0.012	0.002	2.566	0.194	0.054	0.003	4.460	
0:0:24.921	0.012	0.002	2.556	0.194	0.054	0.003	4.390	
0:0:24.963	0.012	0.002	2.549	0.194	0.053	0.003	4.349	
0:0:25.007	0.012	0.002	2.546	0.193	0.053	0.003	4.318	
0:0:25.052	0.012	0.002	2.536	0.193	0.053	0.003	4.313	
0:0:25.094	0.012	0.002	2.528	0.193	0.053	0.003	4.421	
0:0:25.136	0.012	0.002	2.521	0.192	0.053	0.002	4.535	
0:0:25.178	0.012	0.002	2.493	0.191	0.053	0.002	4.532	
