date	Joy	Sadness	Disgust	 Contempt	 Anger	 Fear	 Surprise
0:0:22.501	0.004	0.018	0.443	0.173	0.003	0.005	0.252	
0:0:22.563	0.005	0.013	0.411	0.143	0.003	0.004	0.297	
0:0:22.627	0.019	0.008	0.238	0.076	0.002	0.003	0.307	
0:0:22.688	0.046	0.006	0.158	0.050	0.002	0.002	0.294	
0:0:22.749	0.264	0.003	0.081	0.023	0.001	0.001	0.310	
0:0:22.812	11.986	0.001	0.018	0.005	0.001	0.001	0.323	
0:0:22.872	95.434	0.001	0.004	0.001	0.001	0.001	0.406	
0:0:22.934	99.514	0.001	0.002	0.001	0.001	0.001	0.526	
0:0:22.995	99.777	0.001	0.002	0.001	0.001	0.001	0.878	
0:0:23.057	99.853	0.001	0.003	0.001	0.001	0.001	1.610	
0:0:23.119	99.891	0.001	0.004	0.001	0.001	0.001	2.766	
0:0:23.180	99.912	0.001	0.005	0.001	0.001	0.001	4.211	
0:0:23.242	99.922	0.001	0.005	0.001	0.001	0.001	5.423	
0:0:23.303	99.927	0.001	0.005	0.001	0.001	0.001	6.495	
0:0:23.363	99.929	0.001	0.005	0.001	0.001	0.001	7.610	
0:0:23.425	99.930	0.001	0.005	0.001	0.001	0.001	8.398	
0:0:23.486	99.930	0.001	0.005	0.001	0.001	0.001	8.789	
0:0:23.546	99.930	0.001	0.005	0.001	0.001	0.001	9.023	
0:0:23.608	99.930	0.001	0.005	0.001	0.001	0.001	9.573	
0:0:23.670	99.930	0.001	0.005	0.001	0.001	0.001	9.760	
0:0:23.730	99.931	0.001	0.005	0.001	0.001	0.001	10.142	
0:0:23.792	99.931	0.001	0.005	0.001	0.001	0.001	9.739	
0:0:23.853	99.931	0.001	0.005	0.001	0.001	0.001	9.174	
0:0:23.916	99.930	0.001	0.005	0.001	0.001	0.001	7.987	
0:0:23.976	99.930	0.001	0.005	0.001	0.001	0.001	7.640	
0:0:24.038	99.928	0.001	0.005	0.001	0.001	0.001	6.853	
0:0:24.100	99.924	0.001	0.005	0.001	0.001	0.001	6.232	
0:0:24.161	99.916	0.001	0.005	0.001	0.001	0.001	6.230	
0:0:24.225	99.902	0.001	0.005	0.001	0.001	0.001	5.946	
0:0:24.303	99.866	0.001	0.006	0.001	0.001	0.001	5.939	
0:0:24.363	99.796	0.001	0.007	0.001	0.001	0.001	5.823	
0:0:24.424	99.580	0.001	0.008	0.001	0.001	0.001	5.699	
0:0:24.489	99.273	0.001	0.010	0.001	0.001	0.001	5.561	
0:0:24.553	99.121	0.001	0.011	0.001	0.001	0.001	5.578	
0:0:24.621	98.664	0.001	0.013	0.001	0.001	0.001	5.516	
0:0:24.691	97.993	0.001	0.015	0.001	0.001	0.001	5.680	
0:0:24.753	90.893	0.001	0.028	0.002	0.001	0.001	5.625	
0:0:24.813	59.207	0.001	0.058	0.003	0.002	0.001	5.676	
0:0:24.876	30.643	0.001	0.094	0.005	0.003	0.001	5.842	
0:0:24.938	11.849	0.001	0.151	0.008	0.004	0.001	6.396	
0:0:24.998	1.260	0.001	0.386	0.023	0.009	0.001	6.757	
0:0:25.059	0.158	0.001	0.891	0.058	0.019	0.001	7.318	
0:0:25.120	0.119	0.001	1.000	0.066	0.021	0.001	7.692	
0:0:25.180	0.067	0.001	1.260	0.086	0.027	0.001	7.581	
0:0:25.243	0.043	0.002	1.513	0.106	0.032	0.001	8.000	
0:0:25.304	0.042	0.002	1.514	0.106	0.033	0.001	7.968	
0:0:25.366	0.038	0.002	1.585	0.112	0.034	0.001	7.868	
0:0:25.427	0.031	0.002	1.725	0.124	0.037	0.001	7.983	
0:0:25.489	0.028	0.002	1.791	0.129	0.038	0.001	8.046	
0:0:25.551	0.027	0.002	1.823	0.132	0.039	0.001	7.969	
0:0:25.610	0.026	0.002	1.837	0.133	0.039	0.001	8.074	
0:0:25.673	0.021	0.002	2.008	0.147	0.043	0.001	7.896	
0:0:25.734	0.018	0.002	2.186	0.161	0.047	0.001	7.509	
0:0:25.801	0.016	0.002	2.281	0.170	0.049	0.002	7.415	
0:0:25.866	0.014	0.002	2.380	0.178	0.051	0.002	7.456	
0:0:25.930	0.013	0.002	2.440	0.184	0.053	0.002	7.539	
