date	Joy	Sadness	Disgust	 Contempt	 Anger	 Fear	 Surprise
0:0:27.827	0.003	0.025	0.430	0.194	0.003	0.007	0.224	
0:0:27.897	0.003	0.025	0.430	0.194	0.003	0.007	0.224	
0:0:27.961	0.003	0.026	0.430	0.194	0.003	0.007	0.226	
0:0:28.085	0.003	0.026	0.430	0.194	0.003	0.007	0.220	
0:0:28.154	0.003	0.027	0.430	0.194	0.003	0.007	0.218	
0:0:28.221	0.003	0.028	0.429	0.194	0.003	0.006	0.216	
0:0:28.287	0.003	0.028	0.429	0.194	0.003	0.006	0.215	
0:0:28.353	0.003	0.029	0.429	0.194	0.003	0.006	0.213	
0:0:28.420	0.003	0.029	0.429	0.194	0.003	0.006	0.211	
0:0:28.484	0.003	0.028	0.429	0.194	0.003	0.006	0.207	
0:0:28.548	0.003	0.028	0.429	0.194	0.003	0.006	0.208	
0:0:28.609	0.003	0.029	0.429	0.194	0.003	0.006	0.207	
0:0:28.672	0.003	0.029	0.429	0.194	0.003	0.006	0.209	
0:0:28.736	0.003	0.029	0.429	0.194	0.003	0.006	0.209	
0:0:28.800	0.003	0.029	0.429	0.194	0.003	0.006	0.209	
0:0:28.870	0.003	0.029	0.428	0.194	0.003	0.006	0.211	
0:0:28.938	0.003	0.030	0.428	0.194	0.003	0.006	0.214	
0:0:29.007	0.003	0.030	0.428	0.194	0.003	0.006	0.220	
0:0:29.074	0.003	0.029	0.428	0.194	0.003	0.006	0.224	
0:0:29.141	0.003	0.028	0.429	0.194	0.003	0.007	0.232	
0:0:29.208	0.003	0.026	0.429	0.194	0.003	0.007	0.240	
0:0:29.274	0.003	0.025	0.429	0.194	0.003	0.007	0.242	
0:0:29.336	0.003	0.024	0.429	0.194	0.003	0.007	0.243	
0:0:29.398	0.003	0.024	0.429	0.194	0.003	0.007	0.239	
0:0:29.463	0.003	0.024	0.429	0.194	0.003	0.007	0.240	
0:0:29.525	0.003	0.024	0.429	0.194	0.003	0.007	0.238	
0:0:29.587	0.003	0.024	0.429	0.194	0.003	0.007	0.232	
0:0:29.652	0.003	0.023	0.429	0.194	0.003	0.007	0.228	
0:0:29.713	0.003	0.024	0.428	0.194	0.003	0.007	0.220	
0:0:29.785	0.003	0.024	0.428	0.194	0.003	0.007	0.218	
0:0:29.850	0.003	0.024	0.428	0.194	0.003	0.007	0.220	
0:0:29.916	0.003	0.024	0.428	0.194	0.003	0.007	0.217	
0:0:29.979	0.003	0.024	0.428	0.194	0.003	0.007	0.213	
0:0:30.040	0.003	0.023	0.428	0.194	0.003	0.007	0.212	
0:0:30.102	0.003	0.024	0.428	0.194	0.003	0.007	0.211	
0:0:30.173	0.003	0.024	0.428	0.194	0.003	0.007	0.210	
0:0:30.235	0.003	0.023	0.428	0.194	0.003	0.006	0.212	
0:0:30.296	0.003	0.024	0.428	0.194	0.003	0.006	0.210	
0:0:30.357	0.003	0.024	0.428	0.194	0.003	0.006	0.208	
0:0:30.423	0.003	0.024	0.428	0.194	0.003	0.006	0.206	
0:0:30.490	0.003	0.025	0.428	0.194	0.003	0.006	0.205	
0:0:30.564	0.003	0.025	0.428	0.194	0.003	0.006	0.204	
0:0:30.625	0.003	0.026	0.429	0.194	0.003	0.006	0.204	
0:0:30.687	0.003	0.026	0.428	0.194	0.003	0.006	0.203	
0:0:30.749	0.003	0.026	0.429	0.194	0.003	0.006	0.203	
0:0:30.810	0.003	0.026	0.429	0.194	0.003	0.006	0.203	
