date	Joy	Sadness	Disgust	 Contempt	 Anger	 Fear	 Surprise
0:1:19.544	0.002	0.008	0.017	0.249	0.324	0.028	0.087	
0:1:19.802	0.002	0.004	0.008	0.248	0.671	0.028	0.088	
0:1:20.006	0.001	0.007	0.013	0.283	0.755	0.034	0.058	
0:1:20.202	0.001	0.042	0.023	0.381	1.451	0.071	0.023	
0:1:20.400	0.001	0.117	0.299	0.340	0.050	0.066	0.033	
0:1:20.579	0.001	0.089	0.459	0.320	0.025	0.044	0.040	
0:1:20.777	0.001	0.087	0.567	0.316	0.020	0.043	0.041	
0:1:20.944	0.001	0.227	0.572	0.413	0.076	0.046	0.018	
0:1:21.118	0.001	0.208	0.810	0.419	0.090	0.043	0.018	
0:1:21.280	0.001	0.131	0.154	0.421	0.311	0.039	0.017	
0:1:21.433	0.001	0.112	0.128	0.410	0.248	0.035	0.019	
0:1:21.580	0.001	0.087	0.086	0.362	0.227	0.025	0.028	
0:1:21.734	0.001	0.057	0.025	0.359	0.723	0.022	0.028	
0:1:21.896	0.002	0.016	0.018	0.273	0.264	0.012	0.066	
0:1:22.058	0.002	0.007	0.011	0.251	0.321	0.011	0.085	
0:1:22.221	0.002	0.005	0.008	0.245	0.384	0.010	0.093	
0:1:22.389	0.002	0.009	0.008	0.260	0.495	0.010	0.076	
0:1:22.538	0.001	0.028	0.013	0.302	0.580	0.012	0.047	
0:1:22.717	0.001	0.039	0.014	0.334	0.839	0.015	0.034	
0:1:22.889	0.001	0.035	0.018	0.344	0.759	0.016	0.031	
0:1:23.047	0.002	0.008	0.028	0.246	0.105	0.010	0.091	
0:1:23.198	0.002	0.005	0.032	0.226	0.065	0.009	0.118	
0:1:23.359	0.002	0.004	0.073	0.206	0.021	0.008	0.159	
0:1:23.551	0.003	0.004	0.050	0.203	0.027	0.012	0.166	
0:1:23.762	0.002	0.006	0.083	0.223	0.027	0.019	0.123	
0:1:23.949	0.002	0.005	0.020	0.242	0.168	0.025	0.095	
0:1:24.120	0.002	0.015	0.061	0.281	0.079	0.034	0.060	
0:1:24.270	0.002	0.017	0.111	0.271	0.035	0.025	0.068	
0:1:24.429	0.002	0.014	0.091	0.260	0.031	0.019	0.088	
0:1:24.591	0.001	0.048	0.273	0.335	0.024	0.024	0.047	
0:1:24.758	0.002	0.024	0.300	0.285	0.012	0.018	0.075	
0:1:24.940	0.002	0.014	0.265	0.261	0.008	0.013	0.108	
0:1:25.134	0.002	0.005	0.044	0.226	0.036	0.013	0.132	
0:1:25.291	0.002	0.003	0.007	0.228	0.320	0.022	0.121	
0:1:25.463	0.002	0.005	0.008	0.246	0.401	0.026	0.091	
0:1:25.709	0.002	0.031	0.080	0.249	0.050	0.016	0.089	
0:1:25.952	0.001	0.106	1.225	0.297	0.019	0.017	0.054	
0:1:26.128	0.001	0.214	0.752	0.357	0.030	0.019	0.033	
0:1:26.343	0.001	0.139	0.460	0.490	0.016	0.012	0.047	
0:1:26.581	0.001	0.130	0.800	0.522	0.015	0.011	0.051	
0:1:26.820	0.001	0.052	0.543	0.800	0.020	0.013	0.042	
0:1:27.123	0.001	0.504	0.443	1.021	0.198	0.025	0.014	
0:1:27.321	0.002	0.055	3.679	0.387	0.006	0.009	0.099	
0:1:27.537	0.002	0.037	1.812	0.359	0.005	0.007	0.138	
0:1:27.755	0.003	0.014	2.140	0.325	0.006	0.007	0.296	
0:1:27.945	0.009	0.002	5.899	0.224	0.039	0.006	1.505	
0:1:28.155	0.009	0.002	3.054	0.218	0.073	0.007	1.781	
0:1:29.734	46.062	0.001	6.880	0.004	0.005	0.001	0.824	
0:1:30.268	0.006	0.005	3.909	0.207	0.359	0.011	0.560	
0:1:30.804	0.017	0.029	0.764	0.070	4.334	0.022	0.022	
0:1:31.098	0.001	0.278	5.882	0.401	25.351	0.088	0.013	
0:1:31.327	0.002	0.040	11.011	0.276	3.631	0.070	0.062	
0:1:31.613	0.154	0.002	1.772	0.043	0.115	0.009	0.314	
0:1:31.849	3.928	0.001	3.515	0.012	0.013	0.002	0.916	
0:1:32.065	9.862	0.001	12.350	0.008	0.006	0.002	1.229	
0:1:32.585	0.454	0.001	0.470	0.032	0.011	0.005	1.257	
0:1:32.888	0.046	0.005	0.391	0.054	0.007	0.010	0.178	
0:1:33.116	0.610	0.003	0.204	0.016	0.005	0.004	0.126	
0:1:33.361	61.965	0.001	0.226	0.003	0.002	0.001	0.583	
0:1:33.589	99.410	0.001	0.419	0.001	0.001	0.001	1.122	
0:1:33.844	99.429	0.001	0.045	0.001	0.001	0.001	0.854	
0:1:34.136	92.311	0.001	0.017	0.002	0.004	0.001	0.330	
0:1:34.407	30.574	0.001	0.056	0.004	0.009	0.002	0.527	
0:1:34.680	0.013	0.002	3.355	0.183	0.055	0.011	2.026	
0:1:34.931	0.012	0.002	2.500	0.204	0.054	0.006	2.164	
0:1:35.155	0.011	0.002	2.418	0.201	0.052	0.005	2.220	
0:1:35.400	0.006	0.004	0.919	0.200	0.016	0.006	0.812	
0:1:35.610	0.003	0.010	0.073	0.199	0.016	0.006	0.237	
0:1:35.833	0.003	0.005	0.008	0.211	0.146	0.006	0.181	
0:1:36.013	0.003	0.006	0.007	0.205	0.181	0.009	0.181	
0:1:36.174	0.002	0.009	0.139	0.213	0.152	0.012	0.157	
0:1:36.420	0.002	0.031	92.311	0.219	0.006	0.008	0.141	
0:1:36.644	0.002	0.033	0.630	0.215	0.004	0.007	0.142	
0:1:36.836	0.003	0.029	0.443	0.205	0.004	0.006	0.164	
0:1:37.044	0.003	0.024	0.408	0.197	0.003	0.006	0.185	
0:1:37.339	0.003	0.015	0.387	0.199	0.003	0.006	0.178	
0:1:37.508	0.003	0.008	0.416	0.197	0.003	0.006	0.186	
0:1:37.658	0.003	0.013	0.431	0.196	0.003	0.006	0.189	
0:1:37.807	0.003	0.025	0.499	0.195	0.003	0.006	0.192	
0:1:37.971	0.003	0.020	0.573	0.194	0.004	0.006	0.232	
0:1:38.129	0.004	0.008	0.938	0.194	0.008	0.005	0.488	
0:1:38.283	0.006	0.005	1.431	0.194	0.012	0.005	0.722	
0:1:38.432	0.009	0.003	2.749	0.194	0.035	0.005	1.607	
0:1:38.588	0.011	0.002	3.685	0.198	0.061	0.003	3.286	
0:1:38.760	0.011	0.002	4.183	0.200	0.066	0.002	4.618	
0:1:38.918	0.011	0.002	5.499	0.201	0.068	0.002	5.429	
