date	Joy	Sadness	Disgust	 Contempt	 Anger	 Fear	 Surprise
0:0:36.554	0.003	0.025	0.431	0.194	0.003	0.005	0.218	
0:0:36.621	0.003	0.025	0.431	0.194	0.003	0.005	0.221	
0:0:36.700	0.003	0.025	0.429	0.194	0.003	0.005	0.222	
0:0:36.766	0.003	0.025	0.429	0.194	0.003	0.005	0.222	
0:0:36.834	0.003	0.025	0.428	0.194	0.003	0.005	0.220	
0:0:36.903	0.003	0.025	0.427	0.194	0.003	0.005	0.219	
0:0:36.981	0.003	0.025	0.428	0.194	0.003	0.005	0.214	
0:0:37.044	0.003	0.025	0.427	0.194	0.003	0.005	0.214	
0:0:37.107	0.003	0.025	0.427	0.194	0.003	0.005	0.212	
0:0:37.171	0.003	0.025	0.427	0.194	0.003	0.005	0.209	
0:0:37.239	0.003	0.025	0.425	0.194	0.003	0.005	0.207	
0:0:37.310	0.003	0.025	0.423	0.194	0.003	0.005	0.206	
0:0:37.376	0.003	0.025	0.419	0.194	0.003	0.005	0.204	
0:0:37.439	0.003	0.025	0.420	0.194	0.003	0.005	0.201	
0:0:37.503	0.003	0.025	0.421	0.194	0.003	0.005	0.201	
0:0:37.568	0.003	0.025	0.424	0.194	0.003	0.006	0.199	
0:0:37.635	0.003	0.026	0.425	0.194	0.003	0.006	0.198	
0:0:37.698	0.003	0.026	0.425	0.194	0.003	0.006	0.198	
0:0:37.769	0.003	0.026	0.425	0.194	0.003	0.006	0.198	
0:0:37.843	0.003	0.026	0.426	0.194	0.003	0.006	0.198	
0:0:37.920	0.003	0.027	0.426	0.194	0.003	0.006	0.199	
0:0:37.985	0.003	0.028	0.424	0.194	0.003	0.006	0.202	
0:0:38.046	0.003	0.028	0.423	0.194	0.003	0.006	0.203	
0:0:38.113	0.003	0.028	0.422	0.194	0.003	0.006	0.202	
0:0:38.177	0.003	0.028	0.421	0.194	0.003	0.006	0.203	
0:0:38.244	0.003	0.028	0.421	0.194	0.003	0.006	0.203	
0:0:38.306	0.003	0.029	0.423	0.194	0.003	0.006	0.204	
0:0:38.375	0.003	0.029	0.424	0.194	0.003	0.006	0.205	
0:0:38.440	0.003	0.030	0.425	0.194	0.003	0.006	0.206	
0:0:38.509	0.003	0.030	0.426	0.194	0.003	0.006	0.206	
0:0:38.570	0.003	0.030	0.426	0.194	0.003	0.006	0.206	
0:0:38.633	0.003	0.030	0.427	0.194	0.003	0.006	0.207	
0:0:38.694	0.003	0.030	0.427	0.194	0.003	0.006	0.207	
0:0:38.755	0.003	0.030	0.426	0.194	0.003	0.006	0.205	
0:0:38.821	0.003	0.029	0.426	0.194	0.003	0.006	0.203	
0:0:38.882	0.003	0.028	0.426	0.194	0.003	0.006	0.201	
