date	Joy	Sadness	Disgust	 Contempt	 Anger	 Fear	 Surprise
0:0:20.146	0.003	0.024	0.428	0.194	0.003	0.005	0.202	
0:0:20.211	0.003	0.024	0.428	0.194	0.003	0.005	0.204	
0:0:20.275	0.003	0.024	0.428	0.194	0.003	0.005	0.208	
0:0:20.338	0.003	0.024	0.428	0.194	0.003	0.005	0.207	
0:0:20.403	0.003	0.024	0.428	0.194	0.003	0.005	0.206	
0:0:20.465	0.003	0.024	0.428	0.194	0.003	0.005	0.207	
0:0:20.532	0.003	0.024	0.428	0.194	0.003	0.005	0.209	
0:0:20.606	0.003	0.024	0.428	0.194	0.003	0.005	0.208	
0:0:20.667	0.003	0.024	0.428	0.194	0.003	0.005	0.204	
0:0:20.729	0.003	0.025	0.428	0.194	0.003	0.005	0.200	
0:0:20.791	0.003	0.025	0.428	0.194	0.003	0.005	0.198	
0:0:20.859	0.003	0.025	0.427	0.194	0.003	0.005	0.199	
0:0:20.922	0.003	0.025	0.426	0.194	0.003	0.005	0.199	
0:0:20.993	0.003	0.025	0.425	0.194	0.003	0.006	0.199	
0:0:21.071	0.003	0.025	0.426	0.194	0.003	0.006	0.199	
0:0:21.139	0.003	0.025	0.426	0.194	0.003	0.006	0.200	
0:0:21.200	0.003	0.025	0.426	0.194	0.003	0.006	0.201	
0:0:21.269	0.003	0.026	0.427	0.194	0.003	0.006	0.201	
0:0:21.333	0.003	0.026	0.428	0.194	0.003	0.006	0.202	
0:0:21.394	0.003	0.026	0.429	0.194	0.003	0.006	0.201	
0:0:21.457	0.003	0.026	0.428	0.194	0.003	0.006	0.200	
0:0:21.520	0.003	0.026	0.428	0.194	0.003	0.006	0.200	
0:0:21.591	0.003	0.026	0.428	0.194	0.003	0.006	0.199	
0:0:21.656	0.003	0.026	0.428	0.194	0.003	0.006	0.197	
0:0:21.718	0.003	0.026	0.428	0.194	0.003	0.006	0.196	
0:0:21.782	0.003	0.025	0.428	0.194	0.003	0.006	0.196	
0:0:21.850	0.003	0.025	0.428	0.194	0.003	0.006	0.195	
0:0:21.933	0.003	0.025	0.428	0.194	0.003	0.006	0.196	
0:0:21.997	0.003	0.025	0.428	0.194	0.003	0.006	0.196	
0:0:22.062	0.003	0.026	0.428	0.194	0.003	0.006	0.196	
0:0:22.126	0.003	0.025	0.428	0.194	0.003	0.006	0.196	
0:0:22.191	0.003	0.025	0.428	0.194	0.003	0.006	0.196	
0:0:22.256	0.003	0.026	0.427	0.194	0.003	0.006	0.196	
0:0:22.321	0.003	0.026	0.427	0.194	0.003	0.006	0.196	
0:0:22.390	0.003	0.026	0.427	0.194	0.003	0.006	0.196	
0:0:22.456	0.003	0.026	0.427	0.194	0.003	0.006	0.196	
0:0:22.521	0.003	0.026	0.427	0.194	0.003	0.006	0.196	
0:0:22.598	0.003	0.025	0.427	0.194	0.003	0.006	0.196	
0:0:22.660	0.003	0.025	0.427	0.194	0.003	0.006	0.196	
0:0:22.723	0.003	0.025	0.427	0.194	0.003	0.006	0.197	
0:0:22.787	0.003	0.025	0.427	0.194	0.003	0.006	0.197	
0:0:22.850	0.003	0.025	0.427	0.194	0.003	0.006	0.197	
0:0:22.914	0.003	0.025	0.427	0.194	0.003	0.006	0.198	
0:0:22.977	0.003	0.025	0.427	0.194	0.003	0.006	0.199	
0:0:23.046	0.003	0.025	0.427	0.194	0.003	0.005	0.199	
0:0:23.114	0.003	0.025	0.427	0.194	0.003	0.005	0.200	
0:0:23.178	0.003	0.024	0.427	0.194	0.003	0.005	0.204	
0:0:23.245	0.003	0.023	0.426	0.194	0.003	0.005	0.212	
0:0:23.309	0.003	0.022	0.426	0.194	0.003	0.005	0.225	
0:0:23.373	0.003	0.020	0.425	0.194	0.002	0.005	0.263	
0:0:23.435	0.002	0.020	0.428	0.194	0.002	0.004	0.296	
0:0:23.514	0.002	0.018	0.428	0.194	0.002	0.004	0.360	
0:0:23.581	0.002	0.018	0.427	0.194	0.002	0.004	0.366	
0:0:23.646	0.002	0.017	0.427	0.194	0.002	0.004	0.404	
0:0:23.716	0.002	0.016	0.426	0.194	0.002	0.004	0.409	
0:0:23.780	0.002	0.017	0.426	0.194	0.002	0.004	0.402	
0:0:23.842	0.002	0.016	0.424	0.194	0.002	0.004	0.444	
0:0:23.912	0.002	0.018	0.423	0.194	0.002	0.004	0.377	
0:0:23.973	0.002	0.019	0.407	0.194	0.002	0.004	0.341	
0:0:24.051	0.002	0.020	0.374	0.194	0.002	0.004	0.331	
0:0:24.116	0.002	0.021	0.374	0.194	0.002	0.004	0.348	
0:0:24.178	0.002	0.022	0.384	0.194	0.002	0.004	0.361	
0:0:24.243	0.002	0.024	0.394	0.194	0.002	0.005	0.339	
0:0:24.308	0.002	0.025	0.389	0.194	0.002	0.005	0.330	
0:0:24.385	0.002	0.026	0.388	0.194	0.002	0.005	0.305	
0:0:24.458	0.002	0.025	0.396	0.194	0.002	0.005	0.344	
0:0:24.520	0.002	0.027	0.412	0.194	0.002	0.005	0.339	
0:0:24.584	0.002	0.028	0.418	0.194	0.002	0.005	0.320	
0:0:24.655	0.002	0.030	0.418	0.194	0.002	0.005	0.304	
0:0:24.723	0.003	0.035	0.421	0.194	0.002	0.005	0.303	
0:0:24.788	0.002	0.036	0.424	0.194	0.002	0.005	0.320	
0:0:24.851	0.002	0.038	0.425	0.194	0.002	0.005	0.368	
0:0:24.932	0.002	0.040	0.427	0.194	0.002	0.005	0.376	
0:0:24.996	0.002	0.045	0.427	0.194	0.002	0.005	0.349	
0:0:25.061	0.003	0.042	0.427	0.194	0.002	0.005	0.313	
0:0:25.124	0.003	0.039	0.428	0.194	0.002	0.006	0.282	
0:0:25.186	0.003	0.036	0.428	0.194	0.002	0.006	0.263	
0:0:25.253	0.003	0.033	0.428	0.194	0.002	0.005	0.255	
0:0:25.316	0.003	0.032	0.428	0.194	0.002	0.005	0.256	
0:0:25.395	0.003	0.030	0.428	0.194	0.003	0.005	0.236	
0:0:25.459	0.003	0.018	0.427	0.194	0.003	0.005	0.232	
0:0:25.524	0.003	0.008	0.427	0.194	0.003	0.005	0.214	
0:0:25.606	0.003	0.006	0.452	0.194	0.003	0.005	0.211	
0:0:25.668	0.003	0.006	3.270	0.195	0.004	0.006	0.204	
0:0:25.732	0.003	0.006	60.511	0.200	0.007	0.006	0.200	
0:0:25.797	0.003	0.006	86.988	0.217	0.031	0.006	0.197	
0:0:26.459	0.003	0.013	0.428	98.714	0.003	0.108	0.213	
0:0:26.593	0.003	0.017	0.430	98.688	0.003	0.053	0.203	
0:0:26.656	0.003	0.017	0.427	97.161	0.003	0.043	0.211	
0:0:26.727	0.003	0.018	0.427	3.847	0.003	0.028	0.215	
0:0:26.792	0.003	0.018	0.427	0.210	0.003	0.010	0.216	
0:0:26.856	0.003	0.022	0.427	0.195	0.003	0.007	0.222	
0:0:26.926	0.003	0.026	0.427	0.194	0.003	0.007	0.220	
0:0:27.016	0.003	0.039	0.427	0.194	0.002	0.007	0.235	
0:0:27.085	0.003	0.038	0.430	0.194	0.003	0.006	0.227	
0:0:27.148	0.003	0.036	0.434	0.194	0.003	0.006	0.225	
0:0:27.219	0.003	0.031	0.440	0.194	0.003	0.006	0.220	
0:0:27.293	0.003	0.028	0.449	0.194	0.003	0.006	0.221	
0:0:27.369	0.003	0.026	0.459	0.194	0.003	0.006	0.225	
0:0:27.437	0.003	0.023	0.472	0.194	0.003	0.006	0.232	
0:0:27.516	0.003	0.021	0.501	0.194	0.003	0.005	0.255	
0:0:27.590	0.003	0.020	0.505	0.194	0.004	0.005	0.266	
